LANG,LANG1_R,HOWWELL_R,AF_HHLD,SATISFACTION,KIDS_LT1Y,KIDS_1_4Y,KIDS_5_11Y,KIDS_12_17Y,ENRPUBCHK,ENRPRVCHK,ENRHMSCHK,ENROLLNONE,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,CHILDCARE_RSLT8,CHILDCARE_RSLT9,FRMLA_AGE,BABY_FED,FRMLA_DIFFCLT,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,SOCIAL1_first,SOCIAL2_first,SOCnew1,SOCnew2,FALLVAC_1,FALLVAC_2,RSVVACC,SHRTGMEDICAL1,SHRTGMEDICAL2,SHRTGMEDICAL3,SHRTGMEDICAL4,SHRTGMEDICAL5,SHRTGMED_RSP_ALT1,SHRTGMED_RSP_ALT2,SHRTGMED_RSP_ALT3,SHRTGMED_RSP_ALT4,SHRTGMED_RSP_ALT5,SHRTGMED_RSP_ALT6,SHRTGMED_RSP_ALT7,SHRTGMED_RSP_ALT8,SHRTGMED_RSP_ALT9,CURFOODSUF,CHILDFOOD,FOODRSNRV1,FOODRSNRV2,FOODRSNRV3,FOODRSNRV4,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,FDBENEFIT4,FDBENEFIT5,SCHLFDEXPNS,EXPNS_DIF,PRICECHNG,PRICESTRESS,PRICECONCRN,TENURE,RENTCUR,MORTCUR,EVICT,FORECLOSE,ENERGY,HSE_TEMP,ENRGY_BILL,TRANSPORT1,TRANSPORT2,TRANSPORT3,TRANSPORT4,TRANSPORT5,TRANSPORT6,TRANSPORT7,TRANSPORT8,TRANSPORT9,TRANSPORT10,TRANSPORT11,TRANSPORT12,ACCESS_TRANSP,NEEDS_TRANSP1,NEEDS_TRANSP2,NEEDS_TRANSP3,NEEDS_TRANSP4,NEEDS_TRANSP5,NEEDS_TRANSP6,NEEDS_TRANSP7,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,CREATEART,PARTINARTS,TRUST1,TRUST2_MILITARY,TRUST2_POLICE,TRUST2_SUPREME,TRUST2_PRESIDENCY,TRUST2_SCHOOLS,TRUST2_CRIMJUST,TRUST2_CONGRESS,TRUST2_CENSUS,TRUST2_STATISTICAL,FEDSTAT_TRUST,NDX1_AFFECTED,NDX2_HURRICANE,NDX2_FLOOD,NDX2_FIRE,NDX2_TORNADO,NDX2_VOLCANIV,NDX2_EARTHQUAKE,NDX2_LANDSLID,NDX2_OTHER,NDX3,NDX5_NUM_DISPLACED,NDX6_DUR_DISPLACED,NDX7_SETTLE,NDX8_RELATIVES,NDX8_STRANGERS,NDX8_NONE,NDX10_POSSESSIONS,ND5_FDSHRTAGE,ND5_FDSHRTAGE_STILL,ND5_WATER,ND5_WATER_STILL,ND5_ELECTRICITY,ND5_ELECTRICITY_STILL,ND5_UNSANITARY,ND5_UNSANITARY_STILL,ND5_ISOLATE,ND5_ISOLATE_STILL,ND5_CRIME,ND5_CRIME_STILL,ND5_SCAM,ND5_SCAM_STILL,ND5_INTERNET,ND5_INTERNET_STILL,NDX11_WORK,NDX11_WORK_STILL,NDX11_SCHOOL,NDX11_SCHOOL_STILL,NDX11_MEDICAL,NDX11_MEDICAL_STILL,NDX11_HOUSING,NDX14_FOOD,NDX14_SHELTER,NDX14_MEDICAL,NDX14_EMOTIONAL,NDX14_ELECTRICITY,NDX14_FRESHWATER,NDX14_NONE_NEEDED,NDX16_INSURANCE,SCRAMID,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,PWEIGHT,HWEIGHT,A_SEX1,A_AGE1,A_BIRTH_YEAR1,A_HISPANIC1,A_RACE1,A_EDUC1,AHHLD_NUMKID,HHLD_NUMPER,THHLD_NUMADULT,MARITAL1,ESEX1,RRACE1,RHISPANIC1,TAGE1,TBIRTH_YEAR1,REDUC1
,,,,11.0,-99.0,-99.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,,,,2.0,1.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-99.0,,,,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,5.0,5.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,2.0,1.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00C14O38,1.0,,,,13439.683174520973,12907.156141824036,2,1,2,2,2,1,2,1.0,1.0,4.0,2.0,1,1,66.0,1957.0,4
,,,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00N673O9,0.0,,,,25270.23468817415,12134.470010392462,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,62.0,1961.0,4
,,,,6.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,8.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,2.0,-99.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,3.0,,1.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,,4.0,1.0,1.0,1.0,3.0,2.0,,3.0,,1.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,5.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,2.0,2.0,1.0,-99.0,-99.0,2.0,2.0,,4.0,,2.0,,5.0,1.0,1.0,,2.0,,5.0,1.0,5.0,2.0,3.0,,1.0,,1.0,,2.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,2.0,R00NYF5G3,0.0,,,,69378.66845757105,64489.81146230442,2,1,2,2,2,1,2,1.0,1.0,2.0,2.0,2,1,34.0,1989.0,2
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,2.0,1.0,,1.0,,3.0,,1.0,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,R00561ZF8,0.0,,,,21447.556358537047,6645.408916215006,2,1,2,2,2,1,2,3.0,3.0,4.0,2.0,1,2,51.0,1971.0,6
,,,,8.0,-99.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00EDMVS9,2.0,-99.0,1.0,-99.0,33184.59850677616,16151.454201597917,2,1,2,2,2,1,2,4.0,2.0,1.0,2.0,1,1,31.0,1991.0,7
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R005ONK22,0.0,,,,26879.366349041946,12907.156141824036,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,80.0,1943.0,4
,,,,9.0,-99.0,-99.0,-99.0,-99.0,,,,,3.0,,,,,,,,,,,,,2.0,1.0,3.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00PR35Q5,1.0,,,,7545.044317478991,7013.373077439811,2,1,2,2,2,1,2,1.0,1.0,6.0,2.0,1,1,53.0,1970.0,7
,,,,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,4.0,3.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R004OVHG2,0.0,,,,9464.03628535737,4606.291939738173,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,1,1,65.0,1958.0,7
,,,,9.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,,1.0,,,1.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00ZAJ5B8,1.0,1.0,-99.0,-99.0,17812.40452107859,8669.571089847303,2,1,2,2,2,1,2,3.0,2.0,1.0,2.0,1,1,46.0,1977.0,6
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00Q729T1,0.0,,,,33823.74487649146,16462.536564594302,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,70.0,1953.0,3
,,,,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,-99.0,-99.0,1.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,,2.0,1.0,3.0,1.0,3.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,3.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00KO89F4,0.0,,,,26017.03496615634,8441.927231823924,2,1,2,2,2,1,2,3.0,3.0,6.0,2.0,2,1,56.0,1967.0,4
,,,,6.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,1.0,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R003ANZB1,2.0,2.0,-99.0,-99.0,59613.63964748449,18151.493445907217,2,1,2,2,2,1,2,5.0,3.0,1.0,2.0,1,1,36.0,1987.0,4
,,,,9.0,-99.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,1.0,-99.0,-99.0,2.0,1.0,1.0,2.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,1.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R002QQQ87,4.0,-99.0,2.0,-99.0,20551.783727971066,9868.725256589829,2,1,2,2,2,1,2,6.0,2.0,1.0,2.0,1,1,35.0,1987.0,7
,,,,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,-99.0,-99.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0048HVN2,0.0,,,,43823.67867859146,20367.79343275621,2,1,2,2,2,1,2,2.0,2.0,1.0,2.0,1,1,59.0,1964.0,3
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,4.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,3.0,1.0,3.0,1.0,1.0,,,,,2.0,1.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,,,,,,2.0,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,R00SDRID9,0.0,,,,5387.57495135204,5174.100476915398,2,1,2,2,2,1,2,1.0,1.0,4.0,1.0,1,1,75.0,1948.0,6
,,,,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,3.0,1.0,2.0,1.0,2.0,,1.0,,,2.0,1.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R004SIRZ4,-99.0,,,,82729.92126492513,25633.417029948272,2,1,2,2,2,1,2,3.0,3.0,1.0,1.0,2,1,44.0,1979.0,5
,,,,6.0,1.0,-99.0,-99.0,-99.0,,,,,2.0,,,,,,,,,,1.0,3.0,2.0,2.0,1.0,4.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,3.0,-99.0,-99.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00TH60Q6,1.0,,,,72870.53205981292,33867.80820511924,2,1,2,2,2,1,2,2.0,2.0,1.0,1.0,1,1,29.0,1993.0,7
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00N5IC83,0.0,,,,3799.303769306324,3531.58094869504,2,1,2,2,2,1,2,1.0,1.0,6.0,1.0,4,1,62.0,1961.0,7
,,,,10.0,-99.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,1.0,-99.0,-99.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00T6XUU2,3.0,2.0,-99.0,-99.0,54122.95328022969,25154.554926055447,2,1,2,2,2,1,2,5.0,2.0,1.0,1.0,2,1,31.0,1992.0,7
,,,,2.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,3.0,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,3.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R00TKIM19,2.0,1.0,-99.0,-99.0,26407.45229472672,12061.032510813971,2,1,2,2,2,1,2,2.0,2.0,3.0,2.0,1,1,72.0,1951.0,4
